ID,Score
1,-3.329019398255686
2,-14.537817364188472
3,-8.697967796186463
4,-4.002104499266787
5,-2.4130412911304293
6,-5.2267686289625885
7,-12.564135384288301
8,-10.573693260743386
9,-1.065891916285835
10,-3.241287606651011
11,-9.876937764134915
12,-7.218965571227413
13,-9.80664061336146
14,-2.8340094369775324
15,-6.084272499108275
16,-12.302572769752814
17,-2.2027145226057097
18,-2.5048149916299853
19,-12.857852511763845
20,-7.248553515196316
21,-11.159408167060747
22,-8.613465588584729
23,-12.01535240716098
24,-7.759699333105646
25,-11.716449118751227
26,-9.100315360203265
27,-4.082988064822978
28,-7.780527672038842
29,-1.33714302819126
30,-6.732781439889904
31,-7.305414905945739
32,-2.0789328275598664
33,-1.3499923914437126
34,-13.881014732083976
35,-11.044088395350768
36,-13.337897591700631
37,-12.093451899748043
38,-3.8652525818396155
39,-0.9380862904145943
40,-12.611709004416726
41,-10.72649027840232
42,-11.193296439097585
43,-12.429673659019107
44,-11.757278048447239
45,-14.834708022916109
46,-10.767297069518772
47,-3.357090535410996
48,-1.5556234029064697
49,-14.647667559007115
50,-11.538482886874156
51,-13.132866605511694
52,-4.281767176647062
53,-12.289901626478041
54,-2.1003012242722146
55,-10.981432112487632
56,-11.038960511237004
57,-3.1892200815981004
58,-9.043949882481865
59,-12.142275728065382
60,-6.242867094730124
61,-12.14276827252525
62,-7.996859796421626
63,-10.913111953680534
64,-11.628741398060452
65,-10.946404028009793
66,-11.884619343226936
67,-13.699146966237404
68,-2.8781478379113308
69,-13.846765306610228
70,-1.716760952083625
71,-6.97403311889991
72,-9.131876773777293
73,-3.3785778036622
74,-8.719103847174567
75,-12.618831354895429
76,-14.124399879657547
77,-10.09829918585304
78,-9.692880852905834
79,-12.522625988610004
80,-10.909940810528292
81,-8.70452265396787
82,-5.982057333057365
83,-12.755023903982012
84,-9.229578432690985
85,-13.200954767591528
86,-9.35726646945638
87,-9.682817171050422
88,-3.857376408640862
89,-4.644800109370848
90,-9.396451814005
91,-6.959073255826978
92,-3.497646205350763
93,-4.023228042389368
94,-12.616500239923587
95,-5.58026248907854
96,-11.958696849270977
97,-9.00557748736141
98,-2.729938073455078
99,-13.524855942072746
100,-11.353210525629857
101,-1.9511917416587068
102,-13.147852948736134
103,-5.731397632849445
104,-10.151491600284047
105,-11.244826860698872
106,-11.574476524459516
107,-6.070484386372117
108,-6.700950813987929
109,-7.982151608878687
110,-8.567123503350782
111,-6.25912997591306
112,-12.286658971735624
113,-12.0563056171664
114,-9.047146407627336
115,-11.685386991196118
116,-11.208881626673218
117,-8.440892068121471
118,-9.380399648491007
119,-13.153389325410954
120,-11.508547783803923
121,-11.348594625963756
122,-13.607180177256774
123,-9.399201197693383
124,-6.676457289572533
125,-3.5725903694397396
126,-10.857247874574865
127,-5.341914844559346
128,-11.0073366555122
129,-3.9158537120355184
130,-10.609985811982849
131,-1.54027887892099
132,-9.53171539710429
133,-12.93534711242503
134,-9.84825463390388
135,-4.071083259906071
136,-6.277603642996764
137,-10.154742544906348
138,-12.098288303602766
139,-11.617598360521827
140,-9.287635913086696
141,-8.872394243309577
142,-12.27438350902415
143,-13.391794855660548
144,-2.327431730558776
145,-13.495244022639469
146,-11.41230610126774
147,-14.36037270605245
148,-12.128837918866436
149,-10.14881203388531
150,-12.17276616759705
151,-3.332406988102578
152,-2.643900780638641
153,-5.569465953760462
154,-11.578511054937705
155,-9.431341096122818
156,-1.672600119499952
157,-12.057213826134433
158,-7.462005027196956
159,-12.753556958382113
160,-1.8674050248473995
161,-1.7211768068665354
162,-12.39222756248287
163,-7.223915575145478
164,-5.836607012097741
165,-6.7602233400750205
166,-7.877704294001839
167,-11.170601767510435
168,-5.066300774407844
169,-5.517067296906397
170,-13.603722028971076
171,-13.70960280137795
172,-13.256393537676914
173,-7.435106381457961
174,-14.106060595741043
175,-11.008648963358095
176,-7.68659212663931
177,-5.9327370820348975
178,-2.7244298905466504
179,-1.44553998930687
180,-11.812879128519935
181,-8.98140945588266
182,-12.026136771391572
183,-9.504564502778203
184,-8.270110445509623
185,-11.07749363117907
186,-3.809750808014128
187,-14.671197445934274
188,-1.8824359414916103
189,-8.98140733887165
190,-3.602909794427435
191,-13.024361127523115
192,-9.712638206347773
193,-12.351517565153433
194,-9.083321806291154
195,-13.315480904024867
196,-13.031219985699385
