ID,Score
1,0.000536667791311629
2,8.27122134978708e-06
3,5.0220644698129e-05
4,0.0206880998797715
5,0.00015414898225572
6,0.795930457115173
7,1.43215833759314e-05
8,0.000794397018034942
9,0.000483012049517129
10,0.02599148650188
11,1.83405425559613e-05
12,1.29980302517652e-05
13,0.000184443288890179
14,0.00217627100646496
15,0.000198058961541392
16,8.46957179874153e-06
17,0.00219723052287009
18,0.000635484528902452
19,2.23550921418791e-06
20,2.24603571041371e-05
21,6.8895471849828e-05
22,9.78283819677017e-06
23,1.64793284056941e-05
24,0.000433871438144706
25,6.06228763899708e-06
26,1.48755109989906e-06
27,0.00425984119065106
28,1.86508556907938e-05
29,0.000508731949958019
30,2.12621384889644e-05
31,0.000108345436638047
32,0.000102902199614618
33,0.000811726524261758
34,1.05918185454357e-05
35,5.69853124034125e-05
36,7.86378415796207e-05
37,3.96461923628522e-05
38,0.157338146492839
39,0.000109859038639115
40,4.50043000910227e-07
41,0.00435435513500124
42,3.75834290025523e-05
43,2.46747061964925e-06
44,2.78019741926983e-05
45,3.73054710507859e-05
46,1.50383685877387e-06
47,0.000919453974347562
48,0.00283858800539747
49,0.000135724524807301
50,0.00189185569761321
51,5.45478121694032e-06
52,0.000351812709413935
53,2.44081662003737e-05
54,0.993119883537292
55,1.17077549020905e-05
56,0.000192177240751334
57,0.0763885203748941
58,1.09746600173821e-05
59,0.000736578142095823
60,0.0148195666261017
61,7.93305846968906e-07
62,0.000198261921832454
63,1.56324093495641e-05
64,0.105827212519944
65,1.07977633660994e-06
66,0.00133666905458085
67,1.62976358751621e-05
68,0.0163444333244115
69,1.95429385740908e-07
70,0.000960492783633526
71,0.0358398398384452
72,4.38327740084787e-05
73,7.73076708355802e-05
74,0.000854390024323948
75,6.12041785643669e-06
76,2.14708529711061e-06
77,0.0014292664709501
78,1.06973437596025e-05
79,1.59105631155398e-05
80,5.19805553267361e-05
81,6.53805715046474e-05
82,0.000691807168186642
83,0.0001116529074352
84,2.17767578760686e-05
85,6.62920938339084e-05
86,5.39649490747252e-05
87,6.44145016849507e-05
88,0.0296473097987473
89,6.49215853627538e-05
90,1.78981776116416e-05
