ID,Score
1,0.00256553331273608
2,2.45857642767078e-05
3,0.000167085144494195
4,0.0903123844414949
5,0.000629418648895808
6,0.893780952692032
7,6.4161146292463e-05
8,0.00336490500485525
9,0.00235504035954364
10,0.0526114322245121
11,6.19374310190324e-05
12,7.80766382376896e-05
13,0.000591031432850286
14,0.00649208929389715
15,0.000577839348989073
16,2.59502689004876e-05
17,0.00457203416153789
18,0.00267549068666995
19,9.34080708248075e-06
20,7.34050467144698e-05
21,0.000182993122143671
22,4.32095830547041e-05
23,4.45432056949358e-05
24,0.00117002980550751
25,1.8878605055761e-05
26,7.92514301792835e-06
27,0.0141918821027502
28,5.06251863043872e-05
29,0.00223432260681875
30,0.000108539842403843
31,0.000226017325621797
32,0.000277992159681162
33,0.00517852323828265
34,3.80298039090121e-05
35,0.000174356358547811
36,0.000202066351266694
37,0.000138906059873989
38,0.29446287304163
39,0.000499590384424664
40,1.5247458122758e-06
41,0.00864738216623664
42,0.000102682069700677
43,4.83576898204774e-06
44,7.44102733733598e-05
45,0.000108052896030131
46,5.47397734180777e-06
47,0.00728198862634599
48,0.0151586866471916
49,0.000502000974665862
50,0.00737866905983537
51,1.80526189978991e-05
52,0.00105129127041437
53,7.37431721063331e-05
54,0.998293226957321
55,4.76712683848746e-05
56,0.000928833699435927
57,0.284246360510588
58,3.11898021209345e-05
59,0.00213961199624464
60,0.0341767378151417
61,2.14749306906015e-06
62,0.00102637298987247
63,6.09733458986739e-05
64,0.249548026174307
65,2.93768862320576e-06
66,0.00630296813324094
67,6.42018312646542e-05
68,0.0456250536255539
69,8.12372627478908e-07
70,0.00287769188871607
71,0.149314331635833
72,0.000185166511801071
73,0.000367825507419184
74,0.00268431106815115
75,1.10394944840664e-05
76,6.74864872962644e-06
77,0.00303676821058616
78,4.15234240790596e-05
79,4.67050373117672e-05
80,0.000234870225540362
81,0.000284608686342835
82,0.00333780851215124
83,0.000562933686887845
84,7.09353982529137e-05
85,0.00021314574405551
86,0.000201764368830482
87,0.000172199727967381
88,0.0903194293379784
89,0.000249332088424126
90,8.41931792820105e-05
91,9.96996388494154e-05
92,0.81242538690567
93,0.0186524679418653
94,5.75727428895334e-06
95,0.000795821644715034
96,7.99349905719282e-05
97,9.18209545488935e-05
98,0.498749452829361
99,0.000114605974886217
100,2.09454254218144e-05
101,0.000342848777654581
102,0.00014923331054888
103,0.382173097133636
104,0.0435217088088393
105,5.00909670790861e-06
106,7.706959877396e-06
107,0.000498192923259921
108,0.000162299715157133
109,0.000695548951625824
110,0.000496027558983769
111,0.00137360205990262
112,2.94456279334554e-05
113,5.04625755638699e-05
114,2.94940949061129e-05
115,5.11570102389669e-05
116,4.13227995522902e-05
117,0.380917315557599
118,0.000157340248551918
119,2.01041863192586e-06
120,2.62602306065673e-05
121,2.65423251448738e-06
122,0.000371444006304955
123,0.000126214586634887
124,0.000350136811175616
125,0.000144022018866963
126,0.000217889634950552
127,0.612697985768318
128,4.24485517669382e-06
129,0.0031234071822837
130,7.2249482764164e-05
131,0.0380573322065175
132,5.26566815096885e-05
133,6.2960057903183e-06
134,3.94698176023667e-05
135,0.0010801100084791
136,0.0323861273936927
137,1.15704198833555e-05
138,8.25446250019013e-05
139,6.99173731391056e-06
140,0.000159631463611731
141,0.00033581748866709
142,3.95160933521765e-06
143,0.00446401567896828
144,0.917193287611008
145,0.00583951774751768
146,0.000143968922930071
147,4.79529489894048e-06
148,2.87372845377831e-06
149,0.00399478878825903
150,0.00126373065286316
151,0.00502318071667105
