ID,Score
1,0.002181997988373041
2,5.300236807670444e-06
3,8.904488640837371e-05
4,0.0556141622364521
5,0.00035548259620554745
6,0.80060213804245
7,1.5824105503270403e-05
8,0.0010133023606613278
9,0.0019589774310588837
10,0.029766321182250977
11,1.9237757442169823e-05
12,1.578215233166702e-05
13,0.00020080195099581033
14,0.002778104040771723
15,0.0002487247693352401
16,5.036315087636467e-06
17,0.004279912915080786
18,0.0022252551279962063
19,3.1527833925792947e-06
20,4.7136953071458265e-05
21,0.00011126678145956248
22,1.637891909922473e-05
23,2.547488475102e-05
24,0.0005990377394482493
25,2.880914053093875e-06
26,1.1405909390305169e-06
27,0.012564277276396751
28,1.9153821995132603e-05
29,0.0013381007593125105
30,7.132699101930484e-05
31,9.603054058970883e-05
32,0.00015058285498525947
33,0.0015635763993486762
34,9.546127330395393e-06
35,9.307578147854656e-05
36,7.555571210104972e-05
37,0.00010935806494671851
38,0.0956980437040329
39,0.0001181194675154984
40,1.6656829870953516e-07
41,0.010663164779543877
42,4.09059357480146e-05
43,2.8570520953508094e-06
44,3.09767565340735e-05
45,2.4954022592282854e-05
46,1.1560757684492273e-06
47,0.009688017889857292
48,0.009113021194934845
49,0.0002054858487099409
50,0.006387926638126373
51,4.11377550335601e-06
52,0.0005494567449204624
53,1.92854531633202e-05
54,0.9972521662712097
55,1.7100466720876284e-05
56,0.00040040980093181133
57,0.10371343046426773
58,9.762195986695588e-06
59,0.000679461401887238
60,0.036799926310777664
61,9.08699689716741e-07
62,0.0002684879000298679
63,3.123301576124504e-05
64,0.33640313148498535
65,1.0910323453572346e-06
66,0.002263952512294054
67,3.380698035471141e-05
68,0.018332723528146744
69,1.3550126709560573e-07
70,0.0022927115205675364
71,0.11606665700674057
72,8.752214489504695e-05
73,9.829754708334804e-05
74,0.002858249004930258
75,4.618981165549485e-06
76,1.8702303350437433e-06
77,0.0013942401856184006
78,6.742048753949348e-06
79,1.2474202776502352e-05
80,3.761770494747907e-05
81,0.0001203911961056292
82,0.0023857904598116875
83,0.0001395854342263192
84,2.8983986339881085e-05
85,0.00010620893590385094
86,0.0001984488044399768
87,8.803961827652529e-05
88,0.039373189210891724
89,0.00011210775846848264
90,3.2327687222277746e-05
91,3.119562825304456e-05
92,0.8034173250198364
93,0.012346696108579636
94,1.411369453307998e-06
95,0.00020663216128014028
96,4.782557880389504e-05
97,4.25742837251164e-05
98,0.2270652800798416
99,5.754047379014082e-05
100,3.8091336591605796e-06
101,7.998638466233388e-05
102,7.81463022576645e-05
103,0.1978357583284378
104,0.02371232956647873
105,8.090615892797359e-07
106,1.1777214012909099e-06
107,0.0002410005545243621
108,7.789194205543026e-05
109,0.00029733197879977524
110,0.00016648594464641064
111,0.000647489563561976
112,1.706132388790138e-05
113,1.896187495731283e-05
114,5.750719537900295e-06
115,1.6523621525266208e-05
116,8.297562089865096e-06
117,0.22218790650367737
118,8.078305108938366e-05
119,3.232055405533174e-07
120,1.3858172678737901e-05
121,4.124175632114202e-07
122,0.0002519085828680545
123,7.642950367880985e-05
124,0.00010485068196430802
125,5.8511755923973396e-05
126,0.00012496602721512318
127,0.40224042534828186
128,1.2763698578055482e-06
129,0.0032166156452149153
130,5.06597752973903e-05
131,0.016142413020133972
132,1.9971052097389475e-05
133,1.7658716160440235e-06
134,3.100669709965587e-05
135,0.000616561621427536
136,0.017248867079615593
137,2.1476812435139436e-06
138,2.1600335458060727e-05
139,1.3399176168604754e-06
140,5.829177098348737e-05
141,0.00015351509500760585
142,1.0241564041280071e-06
143,0.001063061528839171
144,0.8852551579475403
145,0.001799935125745833
146,0.00019947279361076653
147,1.0472866733834962e-06
148,8.749635753702023e-07
149,0.0029403078369796276
150,0.00027526667690835893
151,0.0036618623416870832
152,0.7390502691268921
153,0.0011148402700200677
154,3.8056828088883776e-06
155,2.540769855841063e-05
156,0.006474390625953674
157,0.00010340583685319871
158,0.11769083887338638
159,2.5892387611747836e-07
160,0.02100176364183426
161,0.00012682616943493485
162,0.00787084735929966
163,0.00013153771578799933
164,0.000290731608401984
165,8.722887287149206e-05
166,7.188880408648401e-05
167,3.6848105082754046e-05
168,0.0006221624789759517
169,0.0007773935794830322
170,1.265530772798229e-05
171,1.1106430974905379e-05
172,7.989563528099097e-06
173,0.0020682006143033504
174,5.828782832395518e-06
175,7.055863534333184e-06
176,0.0009882536251097918
177,5.7900342653738335e-05
178,0.8971969485282898
179,0.9656128883361816
180,2.0430993572517764e-06
181,0.018499689176678658
182,5.364451226341771e-06
183,0.00015093132969923317
184,0.15434010326862335
185,9.454563041799702e-06
186,0.0007087088888511062
187,1.7141867374448339e-06
